"","time","1","2","3","4","5","6","7","8","9","10","11","12","13","CTotal","CVen","CArt","CFat","CPoor","CRich","CLiver","CSkin_u","CSkin_e","CSkin_sc_u","CSkin_sc_e"
"1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2",0.166666666666667,0.0113628821322467,0.00556338752971953,0.0105414151823229,0.0138577390131586,0.0196768848885281,0.0114392440168821,0,0.00406459546354224,0,3.50488515123473e-05,0.846481708749559,0.00148212270917575,0.0754949714633525,1,0.00358074016772479,0.00350633667839466,0.000720534188812225,0.000429790621628217,0.00267712719571811,0.0068090738195727,0,0.00175349243466015,0,0.0018446763953867
"3",0.333333333333333,0.0133442898925911,0.00658513495541529,0.0267418374065392,0.0325719832718608,0.0260176562570323,0.0107786677987007,0,0.00711061799786812,0,6.44233101642474e-05,0.71653141229965,0.00397162217349995,0.15628235463671,1.00000000000003,0.00420513336951401,0.00415029513996762,0.00182787678787008,0.00101020324634373,0.00353981717782753,0.00641587368970279,0,0.00306756600425717,0,0.00339070053496039
"4",0.5,0.0136276080105314,0.00673818823747809,0.0423785916116101,0.0478730196739612,0.0272663104286365,0.0097908981736025,0,0.00830093581037425,0,7.61699876107884e-05,0.606530736673063,0.00666333888390091,0.230754202509229,0.999999999999997,0.00429441428903299,0.00424675729252821,0.00289669115595421,0.00148475699140779,0.00370970209913421,0.0058279155795253,0,0.00358107670853074,0,0.00400894671635728
"5",0.666666666666667,0.0133399305453381,0.00660079660825997,0.0560751474177304,0.0588752769248442,0.0269294913104807,0.00879718372786079,0,0.00856653249893422,0,7.89669197800753e-05,0.513417157695321,0.00934868276320561,0.297970833588238,0.999999999999992,0.00420375962563175,0.00416016592957561,0.00383288772506701,0.00182598632028174,0.00366387636877289,0.00523641888563142,0,0.00369565681576109,0,0.00415615367263554
"6",0.833333333333333,0.0128264702495197,0.00634898067294658,0.0675446646758325,0.0661025348321413,0.0259981140073911,0.00787741817821748,0,0.00842939409431539,0,7.78514701188967e-05,0.434598174709434,0.0119525571788832,0.358243839931193,0.999999999999994,0.00404195491056292,0.00400145840731927,0.00461686019657092,0.00205013599330525,0.00353715836835254,0.00468893939179612,0,0.00363649443240526,0,0.0040974457957314
"7",1,0.0122161096013675,0.00604810699125348,0.0768412552895009,0.0703220782256038,0.0248169984530603,0.00704859989085632,0,0.00811997227019402,0,7.50623533147587e-05,0.367879304304146,0.0144440505364871,0.412188462084201,0.999999999999985,0.00384961437017883,0.00381183213734463,0.00525230726517436,0.00218100295337294,0.00337646237456603,0.00419559517312876,0,0.00350300788187835,0,0.00395065017446099
"8",1.16666666666667,0.0115662718492896,0.00572715887639729,0.0841354454974023,0.0722460102405755,0.0235310621874927,0.00630932690949925,0,0.00773717243302732,0,7.15596771514646e-05,0.311402860241258,0.0168099552713763,0.460463176816438,0.999999999999908,0.0036448335659526,0.00360955391369577,0.00575088485969941,0.00224067271161416,0.00320150505952281,0.00375555173184479,0,0.00333786558801869,0,0.00376629879744551
"9",1.33333333333333,0.0109064946979487,0.00540098825491646,0.0896359334797872,0.0724649697605498,0.022211415951017,0.00565265894398488,0,0.00732523487897455,0,6.7770960750566e-05,0.263596494198249,0.0190455029960081,0.503692535877666,0.999999999999852,0.00343692059809309,0.00340398419427508,0.00612685806423699,0.00224746362809136,0.00302196135387986,0.00336467794284815,0,0.00316015309705546,0,0.00356689267108242
"10",1.5,0.0102539694485628,0.00507821813452171,0.0935577272960954,0.0714473351895014,0.0208982201152205,0.00507039424020203,0,0.00690617341062183,0,6.39076420391692e-05,0.223128940488846,0.0211504514905692,0.542444662543598,0.999999999999778,0.00323129289345465,0.0032005576478078,0.0063949232601569,0.00221590221720998,0.0028432952537715,0.00301809180964407,0,0.00297936730397836,0,0.00336356010732469
"11",1.66666666666667,0.0096191373290529,0.00476407875889718,0.0961091723998617,0.069556502795583,0.0196154203382127,0.00455439038151245,0,0.00649168030064414,0,6.00813346213941e-05,0.188873963745335,0.0231273231710033,0.577228249444906,0.99999999999963,0.00303124075495365,0.00300257064636377,0.00656932142172671,0.00215725902662851,0.00266876467186567,0.00271094665566217,0,0.00280055232987236,0,0.00316217550638916
